Name,City,State,Zip,EIN,Source,Goals,Category of Work,Methods,Focus Areas
"Tygart Valley United Way, Inc.",Fairmont,WV,26554,550368459,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"U.S. Environmental Protection Agency, Region 7",Lenexa,KS,66219,841024566,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Environmental Stewardship
UCAN Chicago,Chicago,IL,60624,362167937,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
ULSTER LITERACY ASSOCIATION INC.,Kingston,NY,12401,222484450,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
UNIFIED GOVERNMENT OF WYANDOTTE COUNTY K,Kansas City,KS,66101,481194075,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Healthy Futures
UNIFIED SCHOOL DISTRICT 260,Derby,KS,67037,480727674,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
UNITED WAY OF BENTON AND FRANKLIN COUNTIES,Kennewick,WA,99336,910682177,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"UNITED WAY OF CASS-CLAY, INC, THE",Fargo,ND,58104,410810008,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
UNITED WAY OF CENTRAL IOWA,Des Moines,IA,50314,420680425,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
"UNITED WAY OF CENTRAL WEST VIRGINIA, INC.",Charleston,WV,25301,550402755,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures; Veterans and Military Families
UNITED WAY OF DUTCHESS COUNTY INC,Poughkeepsie,NY,12601,061045698,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"UNITED WAY OF EAST CENTRAL IOWA, INC.",Cedar Rapids,IA,52401,420861239,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Healthy Futures
"UNITED WAY OF JOHNSON & WASHINGTON COUNTIES, INC.",Coralville,IA,52241,426062055,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
UNITED WAY OF LOWNDES & NOXUBEE,Columbus,MS,39701,640567987,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"UNITED WAY OF NORTH CENTRAL OKLAHOMA, INC.",Ponca City,OK,74601,730726446,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Economic Opportunity; Education; Healthy Futures
UNITED WAY OF THE GREAT RIVER REGION,Keokuk,IA,52632,426067437,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
"UNITED WAY OF THE LAKESHORE, INC",Muskegon,MI,49442,381426895,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
"UNITED WAY OF WAPELLO COUNTY, INC.",Ottumwa,IA,52501,420897349,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education; Healthy Futures
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,Little Rock,AR,72205,716046242,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
UNIVERSITY OF FLORIDA,Gainesville,FL,32611,596002052,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Environmental Stewardship
UNIVERSITY OF HAWAII,Honolulu,HI,96822,996000354,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
UNIVERSITY OF MISSOURI SYSTEM,Columbia,MO,65211,436003859,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
UNIVERSITY OF MISSOURI SYSTEM,Kansas City,MO,64110,436003859,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Education; Healthy Futures
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,Chapel Hill,NC,27599,566001393,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,Greensboro,NC,27412,566001468,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity; Education
UNIVERSITY OF ROCHESTER,Rochester,NY,14611,160743209,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Environmental Stewardship; Healthy Futures
UNIVERSITY OF WISCONSIN SYSTEM,Eau Claire,WI,54701,391805963,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"UNLAWFUL NARCOTICS INVESTIGATIONS, TREATMENT AND EDUCATION, INC.",Somerset,KY,42501,562338443,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
URBAN NEIGHBORHOOD INITIATIVES INC,Detroit,MI,48209,383417161,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
US TOGETHER INC,Columbus,OH,43229,830395108,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
USDA Forest Service - Chattahoochee / Oconee National Forest,Gainesville,GA,30501,72-0564834,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Recovery/Relief
USDA Forest Service - Francis Marion-Sumter National Forest,Unusable Addr,SC,Unusable Addr,72-0568340,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Recovery/Relief
USDA Forest Service - Ouachita National Forest & Ozark-St. Francis National Fore,Hot Springs,AR,71901,72-0564834,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Recovery/Relief; Environment
UTAH COMMISSION ON SERVICE AND VOLUNTEERISM,Salt Lake City,UT,84101,876000545,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,Salt Lake City,UT,84116,876000545,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
UTAH DEPARTMENT OF WORKFORCE SERVICE,Salt Lake City,UT,84111,876000545,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
"UTAH, COUNTY OF",Provo,UT,84601,876000312,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Uintah Basin Association of Governments,Roosevelt,UT,84066,870298599,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
Unaccompanied Students Initiative,Cheyenne,WY,82007,832885380,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education
Union Snyder,Selinsgrove,PA,17870,300232961,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
Union-Snyder Community Action Agency,Selinsgrove,PA,17870,232112682,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
"United Cerebral Palsy of Central Arkansas, Inc.",Little Rock,AR,72227,710304327,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
United Community Action Network,Roseburg,OR,97470,930587136,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Healthy Futures
United Community Corporation,Newark,NJ,07103,221761128,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
United Planning Organization,Washington,DC,20001,520788987,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
United Way  of the Ouachitas,Hot Springs,AR,71913,710264296,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity
"United Way Association Of South Carolina, Inc",Columbia,SC,29201,570515275,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
United Way California Capital Region,Sacramento,CA,95827,941225382,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
"United Way Emerald Coast, Inc.",Fort Walton Beach,FL,32548,590972293,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Veterans and Military Families
United Way Fox Cities Inc,Menasha,WI,54952,390912895,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
United Way Of Central And Southern Utah,Provo,UT,84601,942851681,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
United Way Of The Csra Inc,Augusta,GA,30904,580566155,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
"United Way Of The Ocoee Region, Inc.",Cleveland,TN,37311,620548418,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
United Way and Volunteer Services of Greater Yankton,Yankton,SD,57078,460252854,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
United Way of Anderson County,Anderson,SC,29625,570510602,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Healthy Futures
United Way of Cache Valley,Logan,UT,84321,742486398,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
United Way of Cascade County,Black Eagle,MT,59414,810304170,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education; Healthy Futures
United Way of Central and Northeastern Connecticut,Hartford,CT,06106,060646653,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Education
United Way of Cleveland County,Shelby,NC,28150,566030073,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
United Way of Dane County,Madison,WI,53704,390817532,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
"United Way of East Mississippi, Inc.",Meridian,MS,39305,640387703,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Disaster Services; Healthy Futures
United Way of El Paso County,El Paso,TX,79901,741291051,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
United Way of Genesee County,Flint,MI,48502,38-1359516,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Urban/Rural Development
United Way of Genesee County,Flint,MI,48502,381359516,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity
"United Way of Greater Charlotte, Inc.",Charlotte,NC,28202,560529948,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
United Way of Greater Cincinnati,Cincinnati,OH,45202,31-0537502,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Urban/Rural Development
United Way of Greenville County Incorporated,Greenville,SC,29607,570362066,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Economic Opportunity
United Way of Hancock County,Findlay,OH,45840,346408694,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Healthy Futures
"United Way of Henry County & Martinsville, Inc.",Martinsville,VA,24112,540753318,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
"United Way of Kaw Valley, Inc",Topeka,KS,66604,480561978,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building
United Way of Kershaw County,Camden,SC,29020,570717334,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
United Way of King County,Seattle,WA,98104,910565555,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
"United Way of Martin County, Inc.",Stuart,FL,34994,237273540,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services; Economic Opportunity; Education; Healthy Futures
"United Way of Massachusetts Bay, Inc.",Boston,MA,02210,042382233,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
United Way of Monterey County,Salinas,CA,93901,941322169,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
United Way of North Idaho,Coeur D Alene,ID,83814,820232729,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Economic Opportunity; Education; Healthy Futures
United Way of Northern Nevada and the Sierra,Reno,NV,89509,880059327,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education
United Way of Northern Utah,Ogden,UT,84403,870224251,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
"United Way of Northwest Arkansas, Inc.",Lowell,AR,72745,710305700,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Capacity Building; Disaster Services
"United Way of Northwest Vermont, Inc.",South Burlington,VT,05403,030217229,AmeriCorps,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,Education; Healthy Futures
