Name,EIN,Tax Class/Subsection,Shorthand,Type,Sub-Type,Parent Org,Website,Mission/Description,Network Founder,People,Street Address,City,State,Zip Code,General Contact Email,Org Phone,Location Scope,Methods,Category of Work,Funder Type,FLAG FOR REVIEW,Reason for flag/review,Self-Identified Ideology,Goals,Network Membership,Organization does not exist,Organization does not meet criteria for inclusion,Notes about not meeting criteria,Latitude,Longitude,Goal Created by AI
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630349,501(c)(8),,Practitioner Organization,Chapter,,,,,,5372 Fredericksburg Rd Ste 125,San Antonio,TX,78229,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.4246002,-98.4951405,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630274,501(c)(8),,Practitioner Organization,Chapter,,,,,,218 Kipling Ave,San Antonio,TX,78223,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.4246002,-98.4951405,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630415,501(c)(8),,Practitioner Organization,Chapter,,,,,,106 Yale Ave,San Antonio,TX,78201,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.4246002,-98.4951405,
Proyecto Vida Digna,47-1225826,501(c)(3),,Practitioner Organization,,,https://www.proyectovidadigna.org/,"Proyecto Vida Digna (PVD) is a local nonprofit that builds the power of undocumented migrants and their families. Our mission is to make life better for the low-income families in South Texas. We help families gain new skills, share their voice, and grow their power.",,,900 E US Highway 77,San Benito,TX,78586,proyectovidadigna98@gmail.com,(956) 626-1628,Community/Local - single,"Advocacy,Education,Community-Building / Networking",Civic Associations,,,,,Immigrant Integration,,,,,26.1326237,-97.630791,
Glad Mission,81-4694548,501(c)(3),,Practitioner Organization,,,http://gladmission.org/,"GLAD is starting in churches by helping them evaluate their needs, and through strategic planning and programs educates, equips, and empowers people to be a positive impact in their communities effecting positive changes by helping them then get connected with the proper people and organizations. The change in the people attending the programs will not only cause them to serve and give outside of the church, but will also increase their giving and serving in the church. The program will also be offered in prisons and shelters as able. Once these programs are established and successful then GLAD will partner with churches and organizations in a specific region to do a free conference program in the community to reach those that wouldn’t otherwise be reached in a church, prison, or shelter program.",,,700 N Lbj Dr Ste 112 # J,San Marcos,TX,78666,,(512) 888-3388,,Education,Faith-Based Efforts,,,,,Faith-Based Organizing/Engagement/Advocacy,,,,,29.8826436,-97.9405828,
Hays County Womens Political Caucus,37-2067766,501(c)(3),,Practitioner Organization,Chapter,National Women's Political Caucus (NWPC),https://www.facebook.com/hcwpc/,HCWPC is a local branch of the National Women's Political Caucus. We are non-partisan and focus on increasing women's political power base.,,,PO Box 3229,San Marcos,TX,78667,hayswpc@gmail.com,,Community/Local - single,Communications,Organizing & Advocacy,,,,,"Diversity & Inclusion,Civil and Political Rights,Voter Engagement/Registration/Education",,,,,29.8826436,-97.9405828,
Woodmen of the World Life Insurance Society,23-7630290,501(c)(8),,Practitioner Organization,Chapter,,,,,,3008 Brand Iron Dr,San Marcos,TX,78666,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.8826436,-97.9405828,
Hill Country Community Action Association,741547195,,,,,,,,,,,San Saba,TX,76877,,,,Service and Volunteerism,Service & Volunteerism,,,,,Service & Volunteerism,,,,,31.1953833,-98.7228295,
League of Women Voters of Bay Area Texas,74-6082457,501(c)(3),,Practitioner Organization,Chapter,,https://www.lwvbayareatx.org/,"MISSION
Empowering Voters. Defending Democracy.

VISION
We envision a democracy where every person has the desire, the right, the knowledge and the confidence to participate.

VALUES
We believe in the power of women to create a more perfect democracy.",,Barbara Murray,1034 Baronridge Drive,Seabrook ,TX,77586,lwvbatx@gmail.com,(713) 301-3019,State - single,"Membership,Education,Advocacy,Organizing",Voter Engagement,,,,,"Voter Engagement/Registration/Education,Voting Rights and Voter Participation,Civic Forums for Discussion of Public Issues,Diversity & Inclusion",,,,,29.5633199,-95.019723,
Woodmen of the World Life Insurance Society,23-7630182,501(c)(8),,Practitioner Organization,Chapter,,,,,,1315 Woody Ln,Sealy,TX,77474,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.7789913,-96.1568381,
Texas Lutheran University,741109748,,,,,,,,,,,Seguin,TX,78155,,,,Service and Volunteerism,Service & Volunteerism,,,,,Service & Volunteerism,,,,,29.5688411,-97.9647269,
Woodmen of the World Life Insurance Society,23-7630298,501(c)(8),,Practitioner Organization,Chapter,,,,,,1466 Prairie Rose  Seguin Tx 78155-3111,Seguin,TX,78155,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.5688411,-97.9647269,
Woodmen of the World Life Insurance Society,23-7630176,501(c)(8),,Practitioner Organization,Chapter,,,,,,130 Lenz Dr,Seguin,TX,78155,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.5688411,-97.9647269,
Texoma Council of Governments,751292195,,,,,,,,,,,Sherman,TX,75090,,,,Service and Volunteerism,Service & Volunteerism,,,,,Service & Volunteerism,,,,,33.6398609,-96.6089146,
Woodmen of the World Life Insurance Society,23-7630162,501(c)(8),,Practitioner Organization,Chapter,,,,,,301 S FM 1417 Apt 1522,Sherman,TX,75092,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,33.6398609,-96.6089146,
Woodmen of the World Life Insurance Society,23-7630208,501(c)(8),,Practitioner Organization,Chapter,,,,,,79 DOUVAINE CT,SPRING,TX,77382,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,30.0795707,-95.4187924,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7275271,501(c)(8),,Practitioner Organization,Chapter,,,,,,322 Spring Hill Dr Ste B100,Spring,TX,77386,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,30.0795707,-95.4187924,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630277,501(c)(8),,Practitioner Organization,Chapter,,,,,,22030 Thorngrove Ln,Spring,TX,77389,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,30.0795707,-95.4187924,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630524,501(c)(8),,Practitioner Organization,Chapter,,,,,,24900 Pitkin Rd Ste 120,Spring,TX,77386,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,30.0795707,-95.4187924,
Woodmen of the World Life Insurance Society,75-1839335,501(c)(8),,Practitioner Organization,Chapter,,,,,,786 County Road 909,Stephenville,TX,76401,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.2191836,-98.2130634,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630239,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 494,Sterling City,TX,76951,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,31.8384837,-100.9850761,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630193,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 632,Stockdale,TX,78160,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.2339501,-97.9607748,
Woodmen of the World Life Insurance Society 4254,23-7630474,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 10,Sudan,TX,79371,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,34.0678644,-102.524362,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630509,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 10,Sudan,TX,79371,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,34.0678644,-102.524362,
Fort Bend Voters League,45-4659048,501(c)(4),,Practitioner Organization,,,https://www.fortbendvoters.org/,"Our goal is to register new voters in Fort Bend County and to inform and educate all voters.

We are a varied group of politically active voters who recognize and value the ever changing diversity in Fort Bend County, and wish to energize the
community to recognize that EVERY vote counts.",,,"2150 Town Square Blvd ,Suite 210",Sugar Land,TX,77479,fortbendvoters@gmail.com,(832) 598-4733,Community/Local - single,"Dialogue,Communications,Issue Campaigns",Voter Engagement,,,,,"Voter Engagement/Registration/Education,Civic Forums for Discussion of Public Issues",,,,,29.6196787,-95.6349463,
Suburban Sugar Land Women (SSLW),76-0343813,501(c)(3),SSLW,Practitioner Organization,,,https://www.sslw.org/,"Our Mission is to design, implement, maintain, and evaluate educational, civic, and cultural programs that build self-confidence and expand knowledge and skills to succeed in school and life.",,"Mable Scott Austin,Mose  Austin",PO Box 2384,Sugar Land,TX,77487,sslw89@gmail.com,(713) 256-7953,Community/Local - multiple,Service and Volunteerism,Service & Volunteerism,,,,,"Service & Volunteerism,General Democracy/Good Governance/Civil Society",,,,,29.6196787,-95.6349463,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630229,501(c)(8),,Practitioner Organization,Chapter,,,,,,FM 1544 219a,Sweetwater,TX,79556,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.4709519,-100.405938,
Woodmen of the World Life Insurance Society,23-7630266,501(c)(8),,Practitioner Organization,Chapter,,,,,,117 N Pine Rd,Texas City,TX,77591,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,29.396013,-94.9175485,
Operation Brown Bag,83-0969462,501(c)(3),,Practitioner Organization,,,https://www.facebook.com/profile.php?id=100064505870436,"Operation Brown Bag is a 501(c)3 charitable organization serving the underserved in Nolan, Callahan and Taylor County",,,341 County Road 150,Tuscola,TX,79562,operationbrownbag1@yahoo.com,(325) 280-2992,Community/Local - multiple,"Service and Volunteerism,Food Justice and Access,Crowdfunding",Service & Volunteerism,,,,,"Community Engagement and Community Building,Service & Volunteerism",,,,,32.2079942,-99.7961319,
Children Are A Gift Foundation,04-3665297,501(c)(3),,Practitioner Organization,,,https://www.childrensparktyler.org/,"The Children's Park of Tyler exists to celebrate the lives of all children through the art of natural play, communicating purpose into the life of every child and supporting families who have lost a child all to the glory of God.",,Eloise  Ghrist,5380 Old Bullard Rd Ste 600 # 122,Tyler,TX,75703,,(903) 939-1597,Community/Local - single,"Commemoration,Mental Health,Service and Volunteerism",Service & Volunteerism,,,,,"Service & Volunteerism,Faith-Based Organizing/Engagement/Advocacy",,,,,32.3512601,-95.3010624,
League of Women Voters of Tyler-Smith County,75-6041481,501(c)(3),,Practitioner Organization,Chapter,,https://lwvtyler.clubexpress.com/,"Mission
Empowering voters. Defending democracy.

Vision
We envision a democracy where every person has the desire, the right, the knowledge and the confidence to participate.

Value
We believe in the power of women to create a more perfect democracy.",,Allison Pollan,PO Box 6271,Tyler,TX,75711,lwvtyler@gmail.com,(903) 530-7575,Community/Local - single,"Education,Membership,Advocacy",Voter Engagement,,,,,"Voter Engagement/Registration/Education,Voting Rights and Voter Participation,Electoral Reform,Diversity & Inclusion",,,,,32.3512601,-95.3010624,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630498,501(c)(8),,Practitioner Organization,Chapter,,,,,,5308 Patton Cir,Tyler,TX,75704,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.3512601,-95.3010624,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630523,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 130307,Tyler,TX,75713,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.3512601,-95.3010624,
Woodmen of the World Omaha Woodmen Life Insurance Society,23-7630258,501(c)(8),,Practitioner Organization,Chapter,,,,,,PO Box 131302,Tyler,TX,75713,,,,Service and Volunteerism,Service & Volunteerism,,,chapter organization to be batched;,,Service & Volunteerism,,,,,32.3512601,-95.3010624,
League of Women Voters of Victoria,74-6063336,501(c)(4),,Practitioner Organization,Chapter,,https://my.lwv.org/texas/victoria?_ga=2.3348214.797101594.1712932622-574607740.1712932622&_gl=1*16dmmpt*_ga*NTc0NjA3NzQwLjE3MTI5MzI2MjI.*_ga_DDCEP0D6KM*MTcxMjkzNTU1Mi4yLjEuMTcxMjk0MDAzOC42MC4wLjA.,"Mission
Empowering voters. Defending democracy. 

Vision
We envision a democracy where every person has the desire, the right, the knowledge and the confidence to participate.

Value
We believe in the power of women to create a more perfect democracy.",,,PO Box 5067,Victoria,TX,77903,,(361) 648-4319,Community/Local - single,,Voter Engagement,,,,,"Voter Engagement/Registration/Education,Voting Rights and Voter Participation,Diversity & Inclusion",,,,,28.7997547,-97.0064246,
