"","Name","Record ID","Organization Full Name","Trimmed Name","Shorthand","Type","Sub-Type","EIN","EIN searched","Parent Org","Website","Mission/Description","Network Membership","# Networks","Network Founder","Maps Managed","Tech Tools","People","Street","City","State","Zip","General Contact Email","Org Phone","Location Scope","Location Notes","Data Source","Tax Class/Subsection","Subsection Description","nonprofit class w description","NTEE Code","Goals","Category of Work","Methods","Self-Identified Ideology","Funder Type","External Schema","DFN Coding","Candid Subject","Candid Population","CC Primary Work","CC Topic(s)","CC Work Area(s)","CC Audiences","Link to Agora","2022 Revenue","2021 Revenue","2020 Revenue","2019 Revenue","2018 Revenue","2017 Revenue","2016 Revenue","2015 Revenue","Full Data","FLAG FOR REVIEW","Reason for flag/review","Flagged/unflagged by","Notes","Last modified","Created by","Orgs & Funders table","Latest Tax Year (from Link to Agora)","DFN 990 data","Last modified by","Ruling Year","IRS Org Name","Resolved","Resolved by","Organization does not exist","Organization does not meet criteria for inclusion","Notes about not meeting criteria","Latitude","Longitude","lat","long"
"1502","Woodmen of the World Life Insurance Society",8756,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630686",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"13 SONGONOSK ST","WINDSOR","CT",6095,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.8525984,-72.6437022
"1503","Woodmen of the World Life Insurance Society",8757,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629624",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"210 E Raintree Ln","Goldsboro","NC",27534,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.3848841,-77.9927651
"1504","Woodmen of the World Life Insurance Society",8758,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1558305",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 409","Milan","GA",31060,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.0173996,-83.0626489
"1505","Woodmen of the World Life Insurance Society",8759,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7628757",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"138 Rockfish Run Rd","Scottsville","VA",24590,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,37.7987569,-78.4955662
"1506","Woodmen of the World Life Insurance Society",8760,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630230",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 1147","Richmond","TX",77406,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,29.5821811,-95.7607832
"1507","Woodmen of the World Life Insurance Society",8761,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631202",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"136 Fitzpatrick Rd","Jonesboro","LA",71251,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.241538,-92.7154376
"1508","Woodmen of the World Life Insurance Society",8762,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629706",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"16 Horton Ave Unit 2","Middletown","NY",10940,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,40.8397222,-73.8316667
"1509","Woodmen of the World Life Insurance Society",8763,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631114",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"7663 Fairview Rd","Batesburg","SC",29006,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.9079201,-81.5473262
"1510","Woodmen of the World Life Insurance Society",8764,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,NA,NA,"95-3555056",NA,NA,NA,"TO PROMOTE COMMUNITY INVOLVEMENT",NA,0,NA,NA,NA,NA,"1809 Fanwood Ave","Long Beach","CA",90815,NA,NA,"Community/Local - single",NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.7690164,-118.191604
"1511","Woodmen of the World Life Insurance Society",8765,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629781",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"284 Highway 76","Chidester","AR",71726,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.7021957,-93.0219388
"1512","Woodmen of the World Life Insurance Society",8766,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630167",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"132 Jefferson St Ste B","Pittsburg","TX",75686,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.9954021,-94.9657688
"1513","Woodmen of the World Life Insurance Society",8767,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-2105105",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"145 Reeves Rd","Jackson","GA",30233,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,NA,NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.2945651,-83.9660209
"1514","Woodmen of the World Life Insurance Society",8768,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630913",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"12905 Briarfield Schoolhouse Rd","Utica","KY",42376,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,37.6022699,-87.1130521
"1515","Woodmen of the World Life Insurance Society",8769,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1739191",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"121 Yeager Rd","Newnan","GA",30265,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2019,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.3806716,-84.7996573
"1516","Woodmen of the World Life Insurance Society",8770,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630200",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"107 Spring Valley Run","Bullard","TX",75757,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.1403019,-95.3221898
"1517","Woodmen of the World Life Insurance Society",8771,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629851",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3358 EL CAMINO REAL","SANTA CLARA","CA",95051,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,37.3541132,-121.955174
"1518","Woodmen of the World Life Insurance Society",8772,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630850",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"25 Maywood Dr","Jackson","TN",38305,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.6144446,-88.8177418
"1519","Woodmen of the World Life Insurance Society",8773,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629904",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"224 Arthur McNeal Rd","Hazlehurst","GA",31539,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.8696309,-82.5943026
"1520","Woodmen of the World Life Insurance Society",8774,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","65-1260497",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"9667 Caldwell Rd","Normangee","TX",77871,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",0,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.0297095,-96.1169986
"1521","Woodmen of the World Life Insurance Society",8775,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630154",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1026 S Bishop Ave","Dallas","TX",75208,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.7762719,-96.7968559
"1522","Woodmen of the World Life Insurance Society",8776,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631013",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"445 Elrod Rd","Bowling Green","KY",42104,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9903199,-86.4436018
"1523","Woodmen of the World Life Insurance Society",8777,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630087",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"403 Cedar Dr","Linden","TN",37096,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.6172918,-87.8394705
"1524","Woodmen of the World Life Insurance Society",8778,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629778",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"506 Ashley Road 471","Hamburg","AR",71646,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.2281757,-91.7976285
"1525","Woodmen of the World Life Insurance Society",8779,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7628756",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"2116 Osborne St","Bristol","VA",24201,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,36.5959685,-82.1885009
"1526","Woodmen of the World Life Insurance Society",8780,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","61-1300850",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1700 FARNAM ST","OMAHA","NE",68102,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.2587459,-95.9383758
"1527","Woodmen of the World Life Insurance Society",8781,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","57-0821373",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"220 Cannery Rd","Easley","SC",29640,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8269276,-82.5817053
"1528","Woodmen of the World Life Insurance Society",8782,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1788854",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4087 Ridge Rd","Norwood","GA",30821,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.4626371,-82.7051355
